Email,First Name,Last Name,Residential Address Street,Residential Address Locality,Residential Address State,Residential Address Postcode,Postal Address Street,Postal Address Locality,Postal Address State,Postal Address Postcode,Residential Address Full,Postal Address Full,Residential co-ordinates
harlan.marks@gmail.com,Kai,Quinn,574 Tyler View Rd,ALBERTON,VIC,3971,373 Koch Boulevard,ARAWATA,VIC,3951,"ALBERTON, VIC, 3971","373 Koch Boulevard, ARAWATA, VIC, 3951","(-33.6145082, 150.7114482)"
orville@yahoo.com,Hayden,Corwin,74 Eve Terrace,ANGELINALAND,WA,6935,566 Kayla View Rd,RUBYBURGH,SA,7989,"ANGELINALAND, WA, 6935","566 Kayla View Rd, RUBYBURGH, SA, 7989","(-24.764496, 152.14287334485806)"
jeie.okuneva@yahoo.com,Evie,Turcotte,4253 Zara Way,ASCOT,WA,6104,51 O'reilly Grove,ADAMSTOWN HEIGHTS,NSW,2289,"ASCOT, WA, 6104","51 O'reilly Grove, ADAMSTOWN HEIGHTS, NSW, 2289","(-38.2341184, 144.3709512)"
detra@hotmail.com,Edward,Langworth,83 Shields Hill,ASHFIELD,QLD,4670,16 Declan Manor,ASHBY HEIGHTS,NSW,2463,"ASHFIELD, QLD, 4670","16 Declan Manor, ASHBY HEIGHTS, NSW, 2463","(-29.554151, 115.11588485488761)"
winford.von@gmail.com,Olivia,Schroeder,9244 Natalie Square,ARRIGA,QLD,4880,173 Lara Circle,ALAWOONA,SA,5311,"ARRIGA, QLD, 4880","173 Lara Circle, ALAWOONA, SA, 5311","(-32.931712, 148.2403284)"
albertina@yahoo.com,Liam,Durgan,5091 Adam Island,ARGYLL,QLD,4721,59 Phoenix Grove,ALLENSTOWN,QLD,4700,"ARGYLL, QLD, 4721","59 Phoenix Grove, ALLENSTOWN, QLD, 4700","(-35.518972700000006, 139.3786323084904)"
steven_turner@yahoo.com,Jett,Ross,16 Nolan Run,ARALUEN,NT,870,67 Jake Trail,ALVIE,VIC,3249,"ARALUEN, NT, 870","67 Jake Trail, ALVIE, VIC, 3249","(-33.6884076, 151.1078178)"
robert.cremin@gmail.com,Ashley,Carter,58 Elijah Ridge,ASHENDON,WA,6111,444 Greenholt Knoll,AUSTINMER,NSW,2515,"ASHENDON, WA, 6111","444 Greenholt Knoll, AUSTINMER, NSW, 2515","(-38.3046375, 146.0520376919279)"
yung_torphy@hotmail.com,Bailey,Larson,351 Kiehn Grove,AUBREY,VIC,3393,376 Spencer Lane,ARALUEN,NSW,2622,"AUBREY, VIC, 3393","376 Spencer Lane, ARALUEN, NSW, 2622","(-32.7150027, 151.4177731)"
chung_gutkowski@yahoo.com,Mia,Kunde,5334 Daniel Parade,ALBERT PARK,VIC,3206,53 Piper Parade,ALBERT PARK,SA,5014,"ALBERT PARK, VIC, 3206","53 Piper Parade, ALBERT PARK, SA, 5014","(-38.3533865, 146.10151536509113)"
naomi@hotmail.com,Savannah,Jacobs,237 Scarlett Run,ARCHDALE JUNCTION,VIC,3475,15 Hunter Estate Dr,ANNUELLO,VIC,3549,"ARCHDALE JUNCTION, VIC, 3475","15 Hunter Estate Dr, ANNUELLO, VIC, 3549","(-32.7744309, 151.5999656)"
desmond.green@hotmail.com,Jake,Schultz,413 Daniel View Rd,ANCONA,VIC,3715,66 Owen Mews,ANNADALE,SA,5356,"ANCONA, VIC, 3715","66 Owen Mews, ANNADALE, SA, 5356","(-25.4623125, 152.66822764580698)"
ted@hotmail.com,Chloe,Patel,3335 Luke Track,ARATULA,NSW,2714,94 Matthew Plaza,ADAMSTOWN,NSW,2289,"ARATULA, NSW, 2714","94 Matthew Plaza, ADAMSTOWN, NSW, 2289","(-34.2582911, 137.7556003)"
suzan@hotmail.com,Zachary,Davis,6086 Garden Grove,AVABOROUGH,VIC,6258,94 Evie Knoll,EDWARDLAND,NSW,7509,"AVABOROUGH, VIC, 6258","94 Evie Knoll, EDWARDLAND, NSW, 7509","(-34.09, 150.8261111)"
shara@gmail.com,Lucy,Collier,429 Alana Terrace,AKOLELE,NSW,2546,87 Sam Grove,ACTON,TAS,7320,"AKOLELE, NSW, 2546","87 Sam Grove, ACTON, TAS, 7320","(-17.1091386, 145.8324116)"
stephnie@hotmail.com,Jett,Walsh,234 Phoenix View Rd,ANNIEBROOK,WA,6280,54 Kai Lane,AVENEL,VIC,3664,"ANNIEBROOK, WA, 6280","54 Kai Lane, AVENEL, VIC, 3664","(-37.939795000000004, 146.4046230412041)"
marquetta.bruen@gmail.com,Lillian,Welch,206 Charlie Parkway,AKOLELE,NSW,2546,681 Justin Street,ARCHER RIVER,QLD,4892,"AKOLELE, NSW, 2546","681 Justin Street, ARCHER RIVER, QLD, 4892","(-36.2944155, 146.94292341122937)"
delila_trantow@hotmail.com,Hunter,Reynolds,8518 Champlin Estate Dr,AMERICAN RIVER,SA,5221,80 Kiehn Summit,ADELAIDE,SA,5000,"AMERICAN RIVER, SA, 5221","80 Kiehn Summit, ADELAIDE, SA, 5000","(-41.780565, 147.723155)"
mai.nitzsche@yahoo.com,Jasper,Watson,37 Thomson Circle,AMAROO,ACT,2914,45 Harrison Place,ARGYLE,VIC,3523,"AMAROO, ACT, 2914","45 Harrison Place, ARGYLE, VIC, 3523","(-38.2828148, 141.631467)"
marla@hotmail.com,Stella,Fay,736 Goodwin View Rd,ALICE RIVER,QLD,4817,871 Lynch Avenue,ALICE,NSW,2469,"ALICE RIVER, QLD, 4817","871 Lynch Avenue, ALICE, NSW, 2469","(-33.165, 148.9011111)"
lauryn@gmail.com,Joel,Howell,569 Claudia Mews,ATTWOOD,VIC,3049,877 Walsh Mews,ARDEER,VIC,3022,"ATTWOOD, VIC, 3049","877 Walsh Mews, ARDEER, VIC, 3022","(-32.1533106, 116.0130563)"
estefana.luettgen@gmail.com,Jordan,Haley,3950 Stella Court,AMBERGATE,WA,6280,146 Moore Grove,AUBURN VALE,NSW,2360,"AMBERGATE, WA, 6280","146 Moore Grove, AUBURN VALE, NSW, 2360","(-33.7324595, 150.9125321)"
dustin@yahoo.com,Ryan,Boyle,9520 Zoe Street,ANTECHAMBER BAY,SA,5222,8358 Armstrong Crescent,AKAROA,TAS,7216,"ANTECHAMBER BAY, SA, 5222","8358 Armstrong Crescent, AKAROA, TAS, 7216","(-30.6088889, 152.7294444)"
johnny.lakin@gmail.com,Mikayla,Martin,916 Matilda View Rd,ANTHONY,QLD,4310,983 Goldner Court,ASHBY HEIGHTS,NSW,2463,"ANTHONY, QLD, 4310","983 Goldner Court, ASHBY HEIGHTS, NSW, 2463","(-41.28814, 147.79086)"
mistie@yahoo.com,Jake,Phillips,40 Scarlett Island,ARGENTS HILL,NSW,2449,365 Phoenix View Rd,ARBOUIN,QLD,4892,"ARGENTS HILL, NSW, 2449","365 Phoenix View Rd, ARBOUIN, QLD, 4892","(-35.0152371, 138.7351789)"
cleo.murazik@hotmail.com,Madeline,Bailey,37 Owen Island,ADJUNGBILLY,NSW,2727,779 O'hara Pass,ADVANCETOWN,QLD,4211,"ADJUNGBILLY, NSW, 2727","779 O'hara Pass, ADVANCETOWN, QLD, 4211","(-31.0316667, 152.9344444)"
austin.schimmel@gmail.com,Molly,Barton,1721 Zoe Island,ALONNAH,TAS,7150,8543 Boyle View Rd,ADAMINABY,NSW,2629,"ALONNAH, TAS, 7150","8543 Boyle View Rd, ADAMINABY, NSW, 2629","(-29.4138187, 153.1778299)"
genevieve_ernser@hotmail.com,Michael,O'hara,67 Anthony Hill,ARANBANGA,QLD,4625,24 Gleason Plaza,AUSTRALIND,WA,6233,"ARANBANGA, QLD, 4625","24 Gleason Plaza, AUSTRALIND, WA, 6233","(-33.9727133, 151.1145545)"
andrea@gmail.com,Sienna,Kemmer,11 Daniel Pass,SOUTH ANGELINA,SA,3150,534 Cole Avenue,MITCHELLHAVEN,WA,7665,"SOUTH ANGELINA, SA, 3150","534 Cole Avenue, MITCHELLHAVEN, WA, 7665","(-33.465, 151.4344444)"
hildred@hotmail.com,Jessica,Morrison,2247 Henry Mall,AMAMOOR CREEK,QLD,4570,96 Wolf Circle,AUBREY,VIC,3393,"AMAMOOR CREEK, QLD, 4570","96 Wolf Circle, AUBREY, VIC, 3393","(-41.28814, 147.79086)"
benito@hotmail.com,Natalie,Mckenzie,3302 Hayden Estate Dr,ABELS BAY,TAS,7112,85 Dare Run,ALABAMA HILL,QLD,4820,"ABELS BAY, TAS, 7112","85 Dare Run, ALABAMA HILL, QLD, 4820","(-16.8843632, 145.7451836)"
josef_schuppe@hotmail.com,Patrick,Mitchell,82 Marvin Drive,ARDGLEN,NSW,2338,450 Kovacek Pass,ALLWORTH,NSW,2425,"ARDGLEN, NSW, 2338","450 Kovacek Pass, ALLWORTH, NSW, 2425","(-41.21302, 146.17677)"
mike@hotmail.com,Alexandra,Nicolas,749 Johnson Street,ARCHERFIELD,QLD,4108,7496 Jett Crest,AWABA,NSW,2283,"ARCHERFIELD, QLD, 4108","7496 Jett Crest, AWABA, NSW, 2283","(-37.77722335, 144.82438949533855)"
lakesha@hotmail.com,Sophia,Hackett,7626 Stark Circuit,ALLENDALE NORTH,SA,5373,27 Leo Avenue,AUBREY,VIC,3393,"ALLENDALE NORTH, SA, 5373","27 Leo Avenue, AUBREY, VIC, 3393","(-27.5123015, 152.28868017258898)"
rory_quitzon@hotmail.com,Amelie,Hessel,82 Parker Parkway,AUSTRALIA PLAINS,SA,5374,16 Jesse Avenue,APPLETREE FLAT,NSW,2330,"AUSTRALIA PLAINS, SA, 5374","16 Jesse Avenue, APPLETREE FLAT, NSW, 2330","(-32.5657102, 148.7381793)"
bettye@yahoo.com,Archie,Parisian,810 Morissette Terrace,NORTH MITCHELL,NSW,5030,518 Reid Ridge,MARTINBOROUGH,NSW,4630,"NORTH MITCHELL, NSW, 5030","518 Reid Ridge, MARTINBOROUGH, NSW, 4630","(-38.3046375, 146.0520376919279)"
erin_collier@yahoo.com,Blake,Dickens,852 Marks Mall,ATHELSTONE,SA,5076,31 Sarah Street,ARROWSMITH,WA,6525,"ATHELSTONE, SA, 5076","31 Sarah Street, ARROWSMITH, WA, 6525","(-38.3046375, 146.0520376919279)"
omer_jerde@hotmail.com,Madison,James,10 Zac Summit,ARMAGH,SA,5453,57 Audrey Place,ARATULA,NSW,2714,"ARMAGH, SA, 5453","57 Audrey Place, ARATULA, NSW, 2714","(-38.0272365, 145.1021263)"
winter.larkin@gmail.com,Alice,Ross,27 Bella Court,AMPILATWATJA,NT,872,9762 Alice Summit,AYR,QLD,4807,"AMPILATWATJA, NT, 872","9762 Alice Summit, AYR, QLD, 4807","(-13.6020675, 141.77068488792847)"
sandee_gleichner@yahoo.com,Jesse,O'hara,835 Alexis Boulevard,ARTHURS SEAT,VIC,3936,187 Mason Avenue,APPIN SOUTH,VIC,3579,"ARTHURS SEAT, VIC, 3936","187 Mason Avenue, APPIN SOUTH, VIC, 3579","(-24.3466125, 149.77663219322122)"
caridad@yahoo.com,Xavier,Bergstrom,72 George Meadow,AREYONGA,NT,872,896 Marvin Square,ARNOLD,NT,852,"AREYONGA, NT, 872","896 Marvin Square, ARNOLD, NT, 852","(-33.3910256, 149.5556273)"
garry_rath@hotmail.com,Audrey,Rice,976 Carroll Way,EMMAFORT,NT,6057,488 Edward Crescent,AIDANMOUTH,NT,9072,"EMMAFORT, NT, 6057","488 Edward Crescent, AIDANMOUTH, NT, 9072","(-31.0816667, 152.7677778)"
daron@hotmail.com,Lachlan,Kiehn,3593 Tillman Manor,ASHBY,WA,6065,2541 Williamson Terrace,ANDREWS FARM,SA,5114,"ASHBY, WA, 6065","2541 Williamson Terrace, ANDREWS FARM, SA, 5114","(-35.0910135, 139.3117148)"
gertrudis@hotmail.com,Piper,Cox,9312 Stella Run,ARMAGH,SA,5453,17 Heller Parade,ALDERSYDE,WA,6306,"ARMAGH, SA, 5453","17 Heller Parade, ALDERSYDE, WA, 6306","(-19.5281175, 147.48116189676745)"
nannie_thiel@gmail.com,Samantha,Boyle,1161 Chelsea Way,ALPHA,QLD,4724,4472 Sarah Parkway,ASCOT,QLD,4360,"ALPHA, QLD, 4724","4472 Sarah Parkway, ASCOT, QLD, 4360","(-27.4737823, 152.995744)"
tianna@hotmail.com,Rose,Rose,20 Amber Manor,ALFREDTON,VIC,3350,93 Audrey Way,ALAWA,NT,810,"ALFREDTON, VIC, 3350","93 Audrey Way, ALAWA, NT, 810","(-37.840864499999995, 145.85528242041127)"
dane@hotmail.com,Dylan,Macdonald,1748 Lauren View Rd,ASQUITH,NSW,2077,344 Abbey Square,ALBANVALE,VIC,3021,"ASQUITH, NSW, 2077","344 Abbey Square, ALBANVALE, VIC, 3021","(-41.2476, 146.32856)"
asa@gmail.com,Molly,Keeling,8505 Ivy Summit,ARTHURTON,SA,5572,3127 Rutherford Drive,ACACIA CREEK,NSW,2476,"ARTHURTON, SA, 5572","3127 Rutherford Drive, ACACIA CREEK, NSW, 2476","(-33.265, 151.3983333)"
boyd@hotmail.com,Mia,Moore,47 Toby Station St,ARUMBERA,NT,873,46 Stephanie Hill,ARTHURS LAKE,TAS,7030,"ARUMBERA, NT, 873","46 Stephanie Hill, ARTHURS LAKE, TAS, 7030","(-28.7955556, 153.4413889)"
claude@yahoo.com,Alexandra,Ross,4153 Sam Pass,LAKE CHARLOTTE,NT,1810,6809 Hill Lane,PORT MICHAEL,WA,7628,"LAKE CHARLOTTE, NT, 1810","6809 Hill Lane, PORT MICHAEL, WA, 7628","(-23.6971, 133.856)"
pearle@gmail.com,Imogen,Stark,97 Botsford Island,AUBREY,VIC,3393,74 Hamish Square,AVONDALE,NSW,2530,"AUBREY, VIC, 3393","74 Hamish Square, AVONDALE, NSW, 2530","(-28.2539205, 114.64235576624039)"
errol.oberbrunner@hotmail.com,Eliza,Ross,7363 Thomson Trail,ALPURRURULAM,NT,4825,53 Toby Boulevard,APOINGA,SA,5413,"ALPURRURULAM, NT, 4825","53 Toby Boulevard, APOINGA, SA, 5413","(-33.70631, 115.3287)"
kirk@hotmail.com,Evie,Cartwright,6791 Jenkins Knoll,ALBERTON,QLD,4207,5605 Carroll Island,ALTONA,VIC,3018,"ALBERTON, QLD, 4207","5605 Carroll Island, ALTONA, VIC, 3018","(-35.736858999999995, 141.9679693250011)"
carlena@yahoo.com,Matthew,Wolf,3597 Douglas Lane,BAUCHFURT,ACT,5569,397 Poppy View Rd,NEW ASHLEY,NSW,9617,"BAUCHFURT, ACT, 5569","397 Poppy View Rd, NEW ASHLEY, NSW, 9617","(-34.8590292, 138.5161266)"
freeman@yahoo.com,Alana,Taylor,39 Daniel Crest,ALLEENA,NSW,2671,6275 Claudia Circle,AVONSLEIGH,VIC,3782,"ALLEENA, NSW, 2671","6275 Claudia Circle, AVONSLEIGH, VIC, 3782","(-34.3891665, 139.3881387)"
rhett@hotmail.com,Eli,Robinson,834 Maddison Boulevard,ARTHURS LAKE,TAS,7030,55 Stanton Station St,ACACIA HILLS,NT,822,"ARTHURS LAKE, TAS, 7030","55 Stanton Station St, ACACIA HILLS, NT, 822","(-36.737995, 149.2607397)"
kaitlyn.oconnell@gmail.com,Zara,Weber,81 Corwin View Rd,ALTONA MEADOWS,VIC,3028,5166 Gabriella Station St,ARRAWARRA HEADLAND,NSW,2456,"ALTONA MEADOWS, VIC, 3028","5166 Gabriella Station St, ARRAWARRA HEADLAND, NSW, 2456","(-34.3064627, 150.9292162)"
keith@hotmail.com,Alice,Bauch,952 Sophia Lane,ABBEYARD,VIC,3737,6584 Jack Trail,APSLAWN,TAS,7190,"ABBEYARD, VIC, 3737","6584 Jack Trail, APSLAWN, TAS, 7190","(-33.0497098, 138.4289329)"
malorie@yahoo.com,Thomas,Gleason,637 Gabriella Ridge,ALAWA,NT,810,426 Flatley Estate Dr,ALONNAH,TAS,7150,"ALAWA, NT, 810","426 Flatley Estate Dr, ALONNAH, TAS, 7150","(-35.8095072, 145.2762733)"
edmundo.kozey@gmail.com,Harrison,Lynch,306 Oliver Terrace,ANGAS VALLEY,SA,5238,8937 Owen View Rd,ARCHDALE JUNCTION,VIC,3475,"ANGAS VALLEY, SA, 5238","8937 Owen View Rd, ARCHDALE JUNCTION, VIC, 3475","(31.3012767, -98.1689206)"
candance@yahoo.com,Noah,Borer,71 Sebastian Meadow,ARRINO,WA,6519,510 Baumbach Loop,ATKINSONS DAM,QLD,4311,"ARRINO, WA, 6519","510 Baumbach Loop, ATKINSONS DAM, QLD, 4311","(-35.0859511, 148.3985662)"
leonardo_kshlerin@gmail.com,Thomas,Fadel,71 Green Manor,SOUTH CHARLISIDE,TAS,2065,37 Declan Estate Dr,NICHOLASMOUTH,NSW,2057,"SOUTH CHARLISIDE, TAS, 2065","37 Declan Estate Dr, NICHOLASMOUTH, NSW, 2057","(-42.8638035, 147.4771671)"
florinda@gmail.com,Henry,Windler,7673 Doherty Mall,APPIN SOUTH,VIC,3579,82 Jesse Circuit,ALBANY CREEK,QLD,4035,"APPIN SOUTH, VIC, 3579","82 Jesse Circuit, ALBANY CREEK, QLD, 4035","(-32.6733333, 151.4927778)"
latonia.gorczany@hotmail.com,Joseph,Dooley,32 Cox Square,ASCOT,QLD,4360,3852 Rose Loop,ALDINGA BEACH,SA,5173,"ASCOT, QLD, 4360","3852 Rose Loop, ALDINGA BEACH, SA, 5173","(-29.3257299, 151.0945365)"
sina@yahoo.com,Joseph,Davies,191 Levi Parade,ALBACUTYA,VIC,3424,228 David Summit,ALLENDALE EAST,SA,5291,"ALBACUTYA, VIC, 3424","228 David Summit, ALLENDALE EAST, SA, 5291","(-27.3628522, 153.0164177)"
drema.dare@gmail.com,Savannah,Hand,16 Beatty Manor,ALFREDTON,VIC,3350,7089 Imogen Estate Dr,ALLIGATOR CREEK,QLD,4740,"ALFREDTON, VIC, 3350","7089 Imogen Estate Dr, ALLIGATOR CREEK, QLD, 4740","(-37.77722335, 144.82438949533855)"
ashlyn_mckenzie@hotmail.com,Georgia,Mitchell,31 Hyatt Square,AVON,NSW,2574,1814 Conroy Court,ALLENDALE EAST,SA,5291,"AVON, NSW, 2574","1814 Conroy Court, ALLENDALE EAST, SA, 5291","(-36.7869388, 144.5021542)"
coleen@hotmail.com,Joshua,Lang,5523 Hoppe Crest,ACACIA HILLS,NT,822,4011 Sophie Circle,ASHBOURNE,VIC,3442,"ACACIA HILLS, NT, 822","4011 Sophie Circle, ASHBOURNE, VIC, 3442","(-29.4235, 153.2012)"
brittani@gmail.com,Alana,Glover,977 Mason Mews,ALBION PARK RAIL,NSW,2527,198 Evans Street,ARNOLD,NT,852,"ALBION PARK RAIL, NSW, 2527","198 Evans Street, ARNOLD, NT, 852","(-32.0271228, 115.8355245)"
neal@gmail.com,Anna,Robinson,5199 Hughes Square,ABERDEEN,NSW,2336,9347 Edward Way,APSLAWN,TAS,7190,"ABERDEEN, NSW, 2336","9347 Edward Way, APSLAWN, TAS, 7190","(-35.2580548, 149.0804262)"
michel.white@gmail.com,Ali,Cole,6541 Morgan Mews,ALSACE,QLD,4702,14 Wilson Court,ALLAMBIE HEIGHTS,NSW,2100,"ALSACE, QLD, 4702","14 Wilson Court, ALLAMBIE HEIGHTS, NSW, 2100","(-33.9282672, 150.8082824)"
tonda@yahoo.com,Kiara,Johnson,15 Klein Lane,ARRAWARRA,NSW,2456,69 Lilly Estate Dr,ALLEENA,NSW,2671,"ARRAWARRA, NSW, 2456","69 Lilly Estate Dr, ALLEENA, NSW, 2671","(-32.1668599, 150.8919596)"
pat.wisoky@gmail.com,Jasmine,Reilly,4326 Jordan Trail,AMITY,QLD,4183,4158 Brown View Rd,AUBURN,QLD,4413,"AMITY, QLD, 4183","4158 Brown View Rd, AUBURN, QLD, 4413","(-27.3991661, 153.4497223)"
spencer_robel@yahoo.com,Stephanie,Cruickshank,1577 Ava Square,ASHMONT,NSW,2650,989 Kris Track,ATTADALE,WA,6156,"ASHMONT, NSW, 2650","989 Kris Track, ATTADALE, WA, 6156","(-36.887525499999995, 143.52369510501086)"
logan@yahoo.com,Gabriella,O'keefe,894 Quinn Mall,ACTON,ACT,2601,85 Anna Trail,ARRIGA,QLD,4880,"ACTON, ACT, 2601","85 Anna Trail, ARRIGA, QLD, 4880","(-35.7860171, 137.7698917)"
allan@yahoo.com,Abigail,Harber,7915 Nathan Crescent,ALDGATE,SA,5154,84 Cody Drive,ALAWOONA,SA,5311,"ALDGATE, SA, 5154","84 Cody Drive, ALAWOONA, SA, 5311","(-34.8566301, 138.5610335)"
dusty.pagac@hotmail.com,Jade,Jerde,2269 Armstrong Court,ALFORDS POINT,NSW,2234,641 Grant Island,ANDREWS FARM,SA,5114,"ALFORDS POINT, NSW, 2234","641 Grant Island, ANDREWS FARM, SA, 5114","(-25.60229, 152.35686132131553)"
santo@hotmail.com,Amber,Mills,8978 Alyssa View Rd,ARUMPO,NSW,2715,87 Schmidt Road,AULDANA,SA,5072,"ARUMPO, NSW, 2715","87 Schmidt Road, AULDANA, SA, 5072","(-37.01814195, 146.79360433886188)"
viki_bergstrom@hotmail.com,Ashton,Smith,363 Sarah Court,ALLAN,QLD,4370,6450 Alexis Meadow,AVOCA DELL,SA,5253,"ALLAN, QLD, 4370","6450 Alexis Meadow, AVOCA DELL, SA, 5253","(-32.8072172, 151.4274977)"
valentine@hotmail.com,Alyssa,Cartwright,93 Mayer Island,AMAMOOR,QLD,4570,14 Sanford Pass,AMPHITHEATRE,VIC,3468,"AMAMOOR, QLD, 4570","14 Sanford Pass, AMPHITHEATRE, VIC, 3468","(-35.1244827, 147.3325101)"
kelley_aufderhar@gmail.com,Skye,Doyle,9504 Noah Avenue,ARCOONA,SA,5720,6347 Kulas Crescent,ASHVILLE,SA,5259,"ARCOONA, SA, 5720","6347 Kulas Crescent, ASHVILLE, SA, 5259","(-37.1815392, 143.4005437)"
emory.gottlieb@gmail.com,Jade,Greenfelder,2406 Flatley Pass,AUGUSTA,WA,6290,2706 Joel Meadow,ALPINE,NSW,2575,"AUGUSTA, WA, 6290","2706 Joel Meadow, ALPINE, NSW, 2575","(-37.3982805, 143.81169617608398)"
stephan_cruickshank@gmail.com,Georgia,Hudson,98 Charlotte Place,ARUMBERA,NT,873,3198 Taylor Crescent,ARMSTRONG BEACH,QLD,4737,"ARUMBERA, NT, 873","3198 Taylor Crescent, ARMSTRONG BEACH, QLD, 4737","(-25.2021516, 152.3270752)"
andy_rau@gmail.com,Claire,Thomson,596 Stella Parade,ALLAN,QLD,4370,97 Berge Way,ALBANY CREEK,QLD,4035,"ALLAN, QLD, 4370","97 Berge Way, ALBANY CREEK, QLD, 4035","(-27.824796, 151.9984418371806)"
maxwell_jenkins@hotmail.com,Maddison,Hammes,85 Wilkinson Trail,ASHBY,WA,6065,25 Bahringer Square,ARTHURS SEAT,VIC,3936,"ASHBY, WA, 6065","25 Bahringer Square, ARTHURS SEAT, VIC, 3936","(-33.6365039, 151.3290299)"
josette@gmail.com,Sophia,West,734 Riley Summit,ARNDELL PARK,NSW,2148,1667 Rees Circle,ALTONA NORTH,VIC,3025,"ARNDELL PARK, NSW, 2148","1667 Rees Circle, ALTONA NORTH, VIC, 3025","(-35.0705635, 138.6011311)"
leola@hotmail.com,Henry,Corkery,342 Hane Knoll,ANGASTON,SA,5353,891 Leffler Plaza,ARNCLIFFE,NSW,2205,"ANGASTON, SA, 5353","891 Leffler Plaza, ARNCLIFFE, NSW, 2205","(-24.8835577, 152.3086117)"
garfield.kerluke@yahoo.com,Aiden,Martin,25 Chase Way,ARDROSS,WA,6153,732 Mason Knoll,ALBINIA,QLD,4722,"ARDROSS, WA, 6153","732 Mason Knoll, ALBINIA, QLD, 4722","(-35.929989500000005, 143.86459057825428)"
prince@yahoo.com,Isabella,Watson,973 Goodwin Terrace,ALMONDS,VIC,3727,1501 Isla Crescent,ALECTOWN,NSW,2870,"ALMONDS, VIC, 3727","1501 Isla Crescent, ALECTOWN, NSW, 2870","(-26.1075825, 151.64642182971647)"
ralph.heller@yahoo.com,Gabriella,Bauch,7465 Anna Terrace,ALEXANDERVIEW,QLD,4886,747 Cormier Loop,SOUTH CAITLINLAND,QLD,4198,"ALEXANDERVIEW, QLD, 4886","747 Cormier Loop, SOUTH CAITLINLAND, QLD, 4198","(-36.7869388, 144.5021542)"
charmain.lynch@hotmail.com,Alexis,Waters,26 Marks Parkway,ANDO,NSW,2631,63 Sarah Grove,ARMADALE,VIC,3143,"ANDO, NSW, 2631","63 Sarah Grove, ARMADALE, VIC, 3143","(-13.6020675, 141.77068488792847)"
edmond@hotmail.com,Imogen,Monahan,5872 Beier Estate Dr,ASHBY HEIGHTS,NSW,2463,196 Jerde Grove,ARCHIES CREEK,VIC,3995,"ASHBY HEIGHTS, NSW, 2463","196 Jerde Grove, ARCHIES CREEK, VIC, 3995","(-38.6929265, 143.56269954205587)"
merrie_leannon@hotmail.com,Christopher,Bogan,4936 Schultz Mews,ADAMS ESTATE,VIC,3984,50 Chelsea Road,ASPENDALE GARDENS,VIC,3195,"ADAMS ESTATE, VIC, 3984","50 Chelsea Road, ASPENDALE GARDENS, VIC, 3195","(-34.8608028, 139.2051739)"
kelley_zieme@yahoo.com,Lilly,Donnelly,5366 Mia Mews,ARMSTRONG BEACH,QLD,4737,647 Nathan Pass,AMBERGATE,WA,6280,"ARMSTRONG BEACH, QLD, 4737","647 Nathan Pass, AMBERGATE, WA, 6280","(-27.824796, 151.9984418371806)"
cliff_wisoky@yahoo.com,Victoria,Davies,78 Heaney Court,ANDOVER,TAS,7120,6902 Lynch Parade,AIRDMILLAN,QLD,4807,"ANDOVER, TAS, 7120","6902 Lynch Parade, AIRDMILLAN, QLD, 4807","(-41.2700005, 146.3300018)"
arnita.wilkinson@hotmail.com,Hayley,Brown,2116 Rutherford Ridge,ALSTONVALE,NSW,2477,950 Walter Mews,AVONMORE,VIC,3559,"ALSTONVALE, NSW, 2477","950 Walter Mews, AVONMORE, VIC, 3559","(-26.3453044, 152.6746864)"
rick.bode@hotmail.com,Nicholas,Sanford,53 Blake Way,ELIJAHTOWN,NT,5684,716 Lily Square,MOORELAND,QLD,2807,"ELIJAHTOWN, NT, 5684","716 Lily Square, MOORELAND, QLD, 2807","(-23.6971, 133.856)"
maynard.gutkowski@hotmail.com,Samantha,Kirlin,996 Borer Boulevard,AJANA,WA,6532,466 Schultz Drive,ADAMSTOWN,NSW,2289,"AJANA, WA, 6532","466 Schultz Drive, ADAMSTOWN, NSW, 2289","(-32.19139, 116.1792)"
andres@hotmail.com,Sam,Williamson,8597 Clark Manor,ARKSTONE,NSW,2795,988 Phoenix Hill,APSLAWN,TAS,7190,"ARKSTONE, NSW, 2795","988 Phoenix Hill, APSLAWN, TAS, 7190","(-33.8084051, 151.184511)"
jimmy@yahoo.com,Archie,Rose,91 William Junction,ABERDEEN,TAS,7310,327 Hunter Place,ARCADIA,NSW,2159,"ABERDEEN, TAS, 7310","327 Hunter Place, ARCADIA, NSW, 2159","(-33.548003, 115.77592132663847)"
gina@yahoo.com,Stella,Sanford,125 Campbell Meadow,ALAWA,NT,810,265 Schneider Mall,ADELAIDE LEAD,VIC,3465,"ALAWA, NT, 810","265 Schneider Mall, ADELAIDE LEAD, VIC, 3465","(-34.6749515, 138.6595143)"
karoline_beahan@hotmail.com,Ivy,Hickle,55 Leo Place,AINSLIE,ACT,2602,6161 Feeney Trail,ANDERSON,VIC,3995,"AINSLIE, ACT, 2602","6161 Feeney Trail, ANDERSON, VIC, 3995","(-34.5230556, 150.7327778)"
shera_dietrich@yahoo.com,Levi,Fadel,8665 Harber Street,ATTWOOD,VIC,3049,31 Kirlin Boulevard,ANSONS BAY,TAS,7264,"ATTWOOD, VIC, 3049","31 Kirlin Boulevard, ANSONS BAY, TAS, 7264","(-21.0898372, 149.1903543)"
